Turn,User Text,SNOMED Term,Code,Retrieval Score,Hypothesis,NLI Label,Entailment Score,Neutral Score,Contradiction Score,Decision
92,"The agenda sounds fine, I suppose. I don’t know. I don’t think this is working, so I’m not sure it matters.",Verbalizes plan to support exercise (finding),418428009,0.3551,"This person has verbalizes plan to support exercise (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0681,0.3109,0.621,DROP
92,"The agenda sounds fine, I suppose. I don’t know. I don’t think this is working, so I’m not sure it matters.",Verbalizes prescribed activity plan (finding),417938007,0.3435,"This person has verbalizes prescribed activity plan (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0038,0.0113,0.9849,DROP
93,"To be honest, the last couple of sessions I’ve been confused by our focus on my challenges. My family says I should just stay positive, smile more, and not think about anything negative. Do we have to discuss my challenges?",Ready for enhanced family coping (finding),425959000,0.3996,"This person has ready for enhanced family coping (finding), which involves psychological function (observable entity), ability to cope (observable entity), readiness (observable entity).",CONTRADICTION,0.0202,0.4363,0.5435,DROP
93,"To be honest, the last couple of sessions I’ve been confused by our focus on my challenges. My family says I should just stay positive, smile more, and not think about anything negative. Do we have to discuss my challenges?",Fear of not coping with treatment (finding),225631001,0.3853,"This person has fear of not coping with treatment (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0059,0.9924,0.0017,KEEP
93,"To be honest, the last couple of sessions I’ve been confused by our focus on my challenges. My family says I should just stay positive, smile more, and not think about anything negative. Do we have to discuss my challenges?",Anxiety about treatment (finding),225635005,0.3795,"This person has anxiety about treatment (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0066,0.9916,0.0019,KEEP
93,"To be honest, the last couple of sessions I’ve been confused by our focus on my challenges. My family says I should just stay positive, smile more, and not think about anything negative. Do we have to discuss my challenges?",Ready for enhanced individual coping (finding),425726009,0.3576,"This person has ready for enhanced individual coping (finding), which involves psychological function (observable entity), ability to cope (observable entity), readiness (observable entity).",NEUTRAL,0.0213,0.8875,0.0913,KEEP
93,"To be honest, the last couple of sessions I’ve been confused by our focus on my challenges. My family says I should just stay positive, smile more, and not think about anything negative. Do we have to discuss my challenges?",Relationship problems with family members due to medical condition (finding),102171000119108,0.3475,"This person has relationship problems with family members due to medical condition (finding), which involves psychological function (observable entity).",NEUTRAL,0.0039,0.9949,0.0012,KEEP
94,I read an article on the internet that a new energy-healing technique can help people 10 times faster than CBT and is easy for therapists to learn. I brought a printout of the article with instructions. Can we talk about possibly trying that today?,Knowledge level of traditional therapy (observable entity),704490000,0.3823,This person has knowledge level of traditional therapy (observable entity).,NEUTRAL,0.0051,0.975,0.0199,KEEP
94,I read an article on the internet that a new energy-healing technique can help people 10 times faster than CBT and is easy for therapists to learn. I brought a printout of the article with instructions. Can we talk about possibly trying that today?,Deficient knowledge of traditional therapy (finding),704491001,0.3719,"This person has deficient knowledge of traditional therapy (finding), which involves psychological function (observable entity), cognitive functions (observable entity), knowledge level of traditional therapy (observable entity).",NEUTRAL,0.0002,0.99,0.0099,KEEP
94,I read an article on the internet that a new energy-healing technique can help people 10 times faster than CBT and is easy for therapists to learn. I brought a printout of the article with instructions. Can we talk about possibly trying that today?,Ready for enhanced spiritual well-being (finding),426533003,0.3194,"This person has ready for enhanced spiritual well-being (finding), which involves psychological function (observable entity), readiness (observable entity), spiritual health of patient (observable entity).",NEUTRAL,0.0005,0.5121,0.4873,KEEP
94,I read an article on the internet that a new energy-healing technique can help people 10 times faster than CBT and is easy for therapists to learn. I brought a printout of the article with instructions. Can we talk about possibly trying that today?,On examination - increased excitability (finding),416259003,0.3045,"This person has on examination - increased excitability (finding), which involves psychological function (observable entity), behavior observable (observable entity), emotion (observable entity).",NEUTRAL,0.0002,0.8998,0.1,KEEP
94,I read an article on the internet that a new energy-healing technique can help people 10 times faster than CBT and is easy for therapists to learn. I brought a printout of the article with instructions. Can we talk about possibly trying that today?,Demonstrates knowledge of wound healing process (finding),397675006,0.289,"This person has demonstrates knowledge of wound healing process (finding), which involves psychological function (observable entity), cognitive functions (observable entity), knowledge level (observable entity).",NEUTRAL,0.0005,0.8356,0.1639,KEEP
95,I just want to be happier.,Feeling content (finding),271599002,0.4744,"This person has feeling content (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.8902,0.094,0.0158,KEEP
